"id";"title";"slug";"acronym";"url";"organization";"organization_id";"owner";"owner_id";"description";"frequency";"license";"temporal_coverage.start";"temporal_coverage.end";"spatial.granularity";"spatial.zones";"featured";"created_at";"last_modified";"tags";"archived";"resources_count";"main_resources_count";"resources_formats";"downloads";"harvest.backend";"harvest.domain";"harvest.created_at";"harvest.modified_at";"harvest.remote_url";"quality_score";"metric.discussions";"metric.reuses";"metric.followers";"metric.views";"metric.resources_downloads"
"651457eef7c59c2364c88e20";"Part des véhicules à faibles émissions dans le renouvellement d'un parc Ministère de l'agriculture et de la souveraineté alimentaire";"part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-ministere-de-lagriculture-et-de-la-souverainete-alimentaire-3";"";"https://www.data.gouv.fr/fr/datasets/part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-ministere-de-lagriculture-et-de-la-souverainete-alimentaire-3/";"Ministère de l'Agriculture et de l'Alimentation";"534fff8ca3a7292c64a77edf";"";"";"Ce jeu de données répond au spécifications du schéma ""Part des véhicules à faibles émissions dans le renouvellement d'un parc"" disponible sur le site [schema.data.gouv.fr](https://schema.data.gouv.fr/etalab/schema-vehicules-faibles-emissions-renouvellement-parc)";"unknown";"";"";"";"";"";False;"2023-09-27T16:27:26.048000";"2023-09-27T16:27:26.048000";"";False;0;0;"";0;"";"";"";"";"";"0.11";0;0;0;97;""
"651457ecf7c59c2364c88e1f";"Part des véhicules à faibles émissions dans le renouvellement d'un parc Ministère de l'agriculture et de la souveraineté alimentaire";"part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-ministere-de-lagriculture-et-de-la-souverainete-alimentaire-2";"";"https://www.data.gouv.fr/fr/datasets/part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-ministere-de-lagriculture-et-de-la-souverainete-alimentaire-2/";"Ministère de l'Agriculture et de l'Alimentation";"534fff8ca3a7292c64a77edf";"";"";"Ce jeu de données répond au spécifications du schéma ""Part des véhicules à faibles émissions dans le renouvellement d'un parc"" disponible sur le site [schema.data.gouv.fr](https://schema.data.gouv.fr/etalab/schema-vehicules-faibles-emissions-renouvellement-parc)";"unknown";"";"";"";"";"";False;"2023-09-27T16:27:24.531000";"2023-09-27T16:27:24.531000";"";False;0;0;"";0;"";"";"";"";"";"0.11";0;0;0;121;""
"651457ebe0bb11710a523755";"Part des véhicules à faibles émissions dans le renouvellement d'un parc Ministère de l'agriculture et de la souveraineté alimentaire";"part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-ministere-de-lagriculture-et-de-la-souverainete-alimentaire-1";"";"https://www.data.gouv.fr/fr/datasets/part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-ministere-de-lagriculture-et-de-la-souverainete-alimentaire-1/";"Ministère de l'Agriculture et de l'Alimentation";"534fff8ca3a7292c64a77edf";"";"";"Ce jeu de données répond au spécifications du schéma ""Part des véhicules à faibles émissions dans le renouvellement d'un parc"" disponible sur le site [schema.data.gouv.fr](https://schema.data.gouv.fr/etalab/schema-vehicules-faibles-emissions-renouvellement-parc)";"unknown";"";"";"";"";"";False;"2023-09-27T16:27:23.195000";"2023-09-27T16:27:23.195000";"";False;0;0;"";0;"";"";"";"";"";"0.11";0;0;0;99;""
"651457ea0d1cd5f19097233f";"Part des véhicules à faibles émissions dans le renouvellement d'un parc Ministère de l'agriculture et de la souveraineté alimentaire";"part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-ministere-de-lagriculture-et-de-la-souverainete-alimentaire";"";"https://www.data.gouv.fr/fr/datasets/part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-ministere-de-lagriculture-et-de-la-souverainete-alimentaire/";"Ministère de l'Agriculture et de l'Alimentation";"534fff8ca3a7292c64a77edf";"";"";"Ce jeu de données répond au spécifications du schéma ""Part des véhicules à faibles émissions dans le renouvellement d'un parc"" disponible sur le site [schema.data.gouv.fr](https://schema.data.gouv.fr/etalab/schema-vehicules-faibles-emissions-renouvellement-parc)";"unknown";"";"";"";"";"";False;"2023-09-27T16:27:22.453000";"2023-09-27T16:27:22.453000";"";False;0;0;"";0;"";"";"";"";"";"0.11";0;0;0;237;""
"651457a7c5cd5f2b39f55bc7";"Part des véhicules à faibles émissions dans le renouvellement d'un parc (organisation Ministère de l'Agriculture et de l'Alimentation)";"part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-organisation-ministere-de-lagriculture-et-de-lalimentation-4";"";"https://www.data.gouv.fr/fr/datasets/part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-organisation-ministere-de-lagriculture-et-de-lalimentation-4/";"Ministère de l'Agriculture et de l'Alimentation";"534fff8ca3a7292c64a77edf";"";"";"Ce jeu de données répond au spécifications du schéma ""Part des véhicules à faibles émissions dans le renouvellement d'un parc"" disponible sur le site [schema.data.gouv.fr](https://schema.data.gouv.fr/etalab/schema-vehicules-faibles-emissions-renouvellement-parc)";"unknown";"";"";"";"";"";False;"2023-09-27T16:26:15.518000";"2023-09-27T16:26:15.518000";"";False;0;0;"";0;"";"";"";"";"";"0.11";0;0;0;222;""
"651457a649213bd53972560b";"Part des véhicules à faibles émissions dans le renouvellement d'un parc (organisation Ministère de l'Agriculture et de l'Alimentation)";"part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-organisation-ministere-de-lagriculture-et-de-lalimentation-3";"";"https://www.data.gouv.fr/fr/datasets/part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-organisation-ministere-de-lagriculture-et-de-lalimentation-3/";"Ministère de l'Agriculture et de l'Alimentation";"534fff8ca3a7292c64a77edf";"";"";"Ce jeu de données répond au spécifications du schéma ""Part des véhicules à faibles émissions dans le renouvellement d'un parc"" disponible sur le site [schema.data.gouv.fr](https://schema.data.gouv.fr/etalab/schema-vehicules-faibles-emissions-renouvellement-parc)";"unknown";"";"";"";"";"";False;"2023-09-27T16:26:14.900000";"2023-09-27T16:26:14.900000";"";False;0;0;"";0;"";"";"";"";"";"0.11";0;0;0;231;""
"651457a6f7c59c2364c88e1e";"Part des véhicules à faibles émissions dans le renouvellement d'un parc (organisation Ministère de l'Agriculture et de l'Alimentation)";"part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-organisation-ministere-de-lagriculture-et-de-lalimentation-2";"";"https://www.data.gouv.fr/fr/datasets/part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-organisation-ministere-de-lagriculture-et-de-lalimentation-2/";"Ministère de l'Agriculture et de l'Alimentation";"534fff8ca3a7292c64a77edf";"";"";"Ce jeu de données répond au spécifications du schéma ""Part des véhicules à faibles émissions dans le renouvellement d'un parc"" disponible sur le site [schema.data.gouv.fr](https://schema.data.gouv.fr/etalab/schema-vehicules-faibles-emissions-renouvellement-parc)";"unknown";"";"";"";"";"";False;"2023-09-27T16:26:14.218000";"2023-09-27T16:26:14.218000";"";False;0;0;"";0;"";"";"";"";"";"0.11";0;0;0;230;""
"651457a30982c2d96e30bf49";"Part des véhicules à faibles émissions dans le renouvellement d'un parc (organisation Ministère de l'Agriculture et de l'Alimentation)";"part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-organisation-ministere-de-lagriculture-et-de-lalimentation-1";"";"https://www.data.gouv.fr/fr/datasets/part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-organisation-ministere-de-lagriculture-et-de-lalimentation-1/";"Ministère de l'Agriculture et de l'Alimentation";"534fff8ca3a7292c64a77edf";"";"";"Ce jeu de données répond au spécifications du schéma ""Part des véhicules à faibles émissions dans le renouvellement d'un parc"" disponible sur le site [schema.data.gouv.fr](https://schema.data.gouv.fr/etalab/schema-vehicules-faibles-emissions-renouvellement-parc)";"unknown";"";"";"";"";"";False;"2023-09-27T16:26:11.229000";"2023-09-27T16:26:11.229000";"";False;0;0;"";0;"";"";"";"";"";"0.11";0;0;0;168;""
"6482ed2ee3f9ec5215b41828";"Résultats de campagnes de télédéclaration des cantines";"resultats-de-campagnes-de-teledeclaration-des-cantines";"TD";"https://www.data.gouv.fr/fr/datasets/resultats-de-campagnes-de-teledeclaration-des-cantines/";"Ministère de l'Agriculture et de l'Alimentation";"534fff8ca3a7292c64a77edf";"";"";"L’outil “ma-cantine” permet d’accompagner les acteurs de la restauration collective dans leurs nouvelles obligations issues de la loi EGALIM ainsi que de la loi Climat Et Résilience.

Cet outil permet aux professionnels de la restauration collective d’accéder aux dispositions de la loi, à des ressources communautaires, de s’auto-évaluer ainsi que fournir facilement des informations aux usagers. Pour l’administration cet outil donne accès à des informations qui permettent de piloter ses actions. Enfin, pour tous, les données permettent d’observer l’application de ces nouvelles obligations. 

La télédéclaration est l’une des ces données produites. Elle est le résultat immuable de la  déclaration annuelle renseignée par un acteur de la restauration collective sur des données dites EGALIM (répartition des achats Bio, répartition des achats durables…).

Ce jeu de données reprend un certain nombre de champs déjà publiés dans le [registre national des cantines](https://www.data.gouv.fr/fr/datasets/registre-national-des-cantines/). Cela permet de sauvegarder les informations d'une cantine au moment de sa télédéclaration. Dans le registre, les informations d'une cantine peuvent être amenés à évoluer et ne plus forcément correspondre à la réalité d'une télédéclaration. 

Vous trouverez une documentation détaillé des données grâce au schéma de données dans le fichier : ```schema.json```.

**Attention : **
Pour la campagne 2021, les données associées aux cantines ne sont pas renseignées. Cet ajout est effectif à partir de la campagne 2022. 

Ce jeu de données est produit par la Direction Générale de l’Alimentation.";"weekly";"Licence Ouverte / Open Licence version 2.0";"2022-07-15";"2023-06-09";"poi";"France";False;"2023-06-09T09:13:18.147000";"2024-12-20T15:31:56.154000";"";False;7;6;"csv,xlsx,json";2523;"";"";"";"";"";"1.00";4;1;3;7209;2523
"6482def590d4cf8cea3aa33e";"Registre National des Cantines";"registre-national-des-cantines";"";"https://www.data.gouv.fr/fr/datasets/registre-national-des-cantines/";"Ministère de l'Agriculture et de l'Alimentation";"534fff8ca3a7292c64a77edf";"";"";"
Ce jeu de données contient les sites de restauration collective. 

Les données sont issues de l'application ""ma-cantine"", dont le rôle est la mise en application des obligations issues des lois EGALim ainsi que Climat Et Résilience. Si vous êtes gestionnaire d'une cantine et que vous ne retrouvez pas votre site, vous pouvez le rajoutez via la plateforme [ma-cantine](https://ma-cantine.agriculture.gouv.fr/). Il sera ensuite automatiquement ajouté à ce jeu de données. 
En lien avec cette application, vous pouvez également retrouver le jeu de données des campagnes de télédéclaration dans lesquelles les sites de restauration collective communiquent sur leur avancées en Bio et autres produits durables. 

Au printemps 2024, le registre compte environ quarante mille sites de restauration collectives, soit environ la moitié de l'ensemble des sites nationaux (selon une estimation). 

Vous trouverez une documentation détaillé des données grâce au schéma de données dans le fichier : ```schema.json```. Il est important de comprendre le paramètre ```production_type```. Ce champ détaille qui cuisine et qui sert les repas. Sa valeur est l'une des quatre options :
- SITE : cantine qui produit les repas sur place
- SITE_COOKED_ELSEWHERE : cantine qui sert des repas preparés par une cuisine centrale, appelé également satellite
- CENTRAL : cuisine centrale sans lieu de consommation
- CENTRAL_SERVING : cuisine centrale qui accueille aussi des convives sur place


Ce jeu de données est produit par la Direction Générale de l'Alimentation (DGAL).";"weekly";"Licence Ouverte / Open Licence version 2.0";"2021-01-01";"2023-11-30";"poi";"France";True;"2023-06-09T08:12:37.453000";"2024-12-12T16:57:43.454000";"cantine,egalim,restauration-collective";False;5;4;"parquet,xlsx,csv,markdown,json";6571;"";"";"";"";"";"1.00";6;1;8;13563;6629
"621df78b7909a8e421465a7e";"L'aquaculture en 2018. Progression des résultats économiques après une période d’incertitude";"laquaculture-en-2018-progression-des-resultats-economiques-apres-une-periode-dincertitude";"";"https://www.data.gouv.fr/fr/datasets/laquaculture-en-2018-progression-des-resultats-economiques-apres-une-periode-dincertitude/";"Ministère de l'Agriculture et de l'Alimentation";"534fff8ca3a7292c64a77edf";"";"";"En 2018, la valeur ajoutée dégagée par les entreprises de l’aquaculture augmente de 8,6 % par rapport à 2017, grâce à une hausse des ventes en volume et en valeur. Avec 114 millions d’euros, le bénéfice net dépasse pour la première fois son niveau de 2010. Au sein du secteur, la marge nette de la conchyliculture progresse entre 2010 et 2018. Dans cette période, les productions ostréicole et mytilicole baissent fortement. La salmoniculture repart après des années difficiles grâce à la demande des consommateurs en truite fumée. ";"continuous";"License Not Specified";"";"";"country";"France";False;"2022-03-01T11:38:03.431000";"2022-03-01T11:38:03.431000";"";False;0;0;"";0;"";"";"";"";"";"0.56";0;0;0;248;""
"620a30643ba7ee3ec21b922b";"Etat des lieux des méthodes de contrôle biologique mobilisées dans les projets DEPHY EXPE 1 (2012-2018)";"etat-des-lieux-des-methodes-de-controle-biologique-mobilisees-dans-les-projets-dephy-expe-1-2012-2018";"Contrôle biologique";"https://www.data.gouv.fr/fr/datasets/etat-des-lieux-des-methodes-de-controle-biologique-mobilisees-dans-les-projets-dephy-expe-1-2012-2018/";"Ministère de l'Agriculture et de l'Alimentation";"534fff8ca3a7292c64a77edf";"";"";"Ce jeu de données présente la connaissance actuelle des méthodes de contrôle biologiques alternatives à l'utilisation de pesticides issues des expérimentation du réseau DEPHY EXPE (2012-2018).
Une analyse transversale des fiches « systèmes » qui décrivent les combinaisons de leviers alternatifs aux pesticides testés dans le réseau DEPHY EXPE 1 a été conduite afin de :
•	Inventorier les méthodes de contrôle biologique mobilisées et leurs usages, 
•	Analyser les avis émis dans les différentes expérimentations systèmes,
•	Identifier les réussites et les difficultés dans l’usage de ces moyens de lutte et de leur efficacité.
Dans le cadre du recensement réalisé, les méthodes de contrôle biologique correspondent aux substances naturelles ou organismes vivants mis en œuvre pour maitriser les bioagresseurs. Ainsi, le périmètre de l’étude inclut les produits de biocontrôle types : macro-organismes, micro-organismes, médiateurs chimiques, substances naturelles mais aussi les plantes de services et quelques autres méthodes (amendement organique, barrières physiques, effeuillages, piégeages, refuge, perchoir, stimulateur des défenses des plantes). Les produits chimiques de synthèse et d’autres leviers types résistance génétique ou lutte physique ont été exclus. Par ailleurs, il n’y a eu que très peu d’éléments concernant les adventices. L’étude est basée sur l’analyse de 142 fiches systèmes.
Réalisateur de l’étude : ACTA dans le cadre de ses missions au sein de la Cellule d’Animation Nationale DEPHY
Le ministère de l’Agriculture et de l’Alimentation publie ce jeu de données en tant que pilote de l’action DEPHY du plan Ecophyto.

A propos du réseau DEPHY EXPE
Afin de contribuer à l'atteinte des objectifs du plan Ecophyto 2018, des projets d'expérimentations « systèmes » visant une réduction d’au moins 50% de l’usage des produits phytosanitaires ont été sélectionnés par appel à projet.  Entre 2012 et 2018, 41 projets DEPHY EXPE ont testé des combinaisons de leviers alternatifs dans une diversité de filières : 5 projets en arboriculture, 9 en cultures légumières, 2 en cultures tropicales, 13 en grandes cultures, 4 en horticulture, 5 en viticulture et 3 pluri-filières.
";"punctual";"Licence Ouverte / Open Licence version 2.0";"2012-01-01";"2018-12-31";"other";"France";False;"2022-02-14T11:35:16.266000";"2022-02-14T17:36:29.573000";"controle-biologique,dephy,ecophyto,experimentation,inventaire,macro-organismes,mediateurs-chimiques,micro-organismes,pesticides,plantes-de-services,produits-phytosanitaires,sante-des-vegetaux,substances-naturelles";False;3;1;"pdf,xlsx";779;"";"";"";"";"";"0.89";0;0;0;3539;753
"61cdde311420b3c01eafb545";"Part des véhicules à faibles émissions dans le renouvellement d'un parc (organisation Ministère de l'Agriculture et de l'Alimentation)";"part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-organisation-ministere-de-lagriculture-et-de-lalimentation";"";"https://www.data.gouv.fr/fr/datasets/part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-organisation-ministere-de-lagriculture-et-de-lalimentation/";"Ministère de l'Agriculture et de l'Alimentation";"534fff8ca3a7292c64a77edf";"";"";"Ce jeu de données répond au spécifications du schéma ""Part des véhicules à faibles émissions dans le renouvellement d'un parc"" disponible sur le site [schema.data.gouv.fr](https://schema.data.gouv.fr/etalab/schema-vehicules-faibles-emissions-renouvellement-parc/latest.html)
Publié le 2021-12-30";"unknown";"";"";"";"";"";False;"2021-12-30T17:28:33.632000";"2023-12-14T14:56:04.776000";"";False;2;2;"csv";4529;"";"";"";"";"";"0.33";0;0;0;1411;2739
